"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 31 May, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"Orient Electric Ltd Ordinary Shares","ORIENTELEC","541301","Consumer Cyclical","2179169333.44","2263053000","0.36","9974228","","","/mutual-fund/holding-history/10906/94299/"
"Aarti Industries Ltd","AARTIIND","524208","Basic Materials","2114327678.75","2258733000","0.36","4813495","","","/mutual-fund/holding-history/10906/14/"
"Chambal Fertilisers & Chemicals Ltd","CHAMBLFERT","500085","Basic Materials","2223773040","2235947000","0.35","4057980","","","/mutual-fund/holding-history/10906/258/"
"CIE Automotive India Ltd","CIEINDIA","532756","Consumer Cyclical","2182404889.6","2233811000","0.35","4966784","","","/mutual-fund/holding-history/10906/816/"
"Deepak Nitrite Ltd","DEEPAKNTR","506401","Basic Materials","2051507821","2209777000","0.35","1090010","","","/mutual-fund/holding-history/10906/318/"
"Bajaj Electricals Ltd","BAJAJELEC","500031","Consumer Cyclical","2026784794.9","2102724000","0.33","3062071","","","/mutual-fund/holding-history/10906/146/"
"VST Tillers Tractors Ltd","VSTTILLERS","531266","Industrials","2002794536.7","2089024000","0.33","543691","","","/mutual-fund/holding-history/10906/1503/"
"TTK Prestige Ltd","TTKPRESTIG","517506","Consumer Cyclical","2077642550","2087208000","0.33","3356450","1352055","67.45","/mutual-fund/holding-history/10906/1421/"
"Zensar Technologies Ltd","ZENSARTECH","504067","Technology","2106759285.4","2079796000","0.33","2496604","","","/mutual-fund/holding-history/10906/1544/"
"Sai Life Sciences Ltd","SAILIFE","544306","Healthcare","2026399001","2067367000","0.33","2731180","200000","7.9","/mutual-fund/holding-history/10906/2840733/"
"AAVAS Financiers Ltd","AAVAS","541988","Financial Services","2038568521.1","2053384000","0.33","1113911","","","/mutual-fund/holding-history/10906/106807/"
"Lumax Auto Technologies Ltd","LUMAXTECH","532796","Consumer Cyclical","2726875000","2028875000","0.32","2500000","","","/mutual-fund/holding-history/10906/803/"
"Schaeffler India Ltd","SCHAEFFLER","505790","Consumer Cyclical","1897276923.8","2028466000","0.32","484271","","","/mutual-fund/holding-history/10906/406/"
"Aditya Birla Sun Life AMC Ltd","ABSLAMC","543374","Financial Services","2035530000","2017035000","0.32","2700000","","","/mutual-fund/holding-history/10906/674158/"
"City Union Bank Ltd","CUB","532210","Financial Services","1955827836","2006056000","0.32","10250670","","","/mutual-fund/holding-history/10906/295/"
"Brigade Enterprises Ltd","BRIGADE","532929","Real Estate","2105886051","2005815000","0.32","1832799","","","/mutual-fund/holding-history/10906/219/"
"JTEKT India Ltd","JTEKTINDIA","520057","Consumer Cyclical","1992951711.84","2001609000","0.32","14429132","","","/mutual-fund/holding-history/10906/1266/"
"Thyrocare Technologies Ltd","THYROCARE","539871","Healthcare","1920176352","1993715000","0.32","1900224","-70494","-3.58","/mutual-fund/holding-history/10906/2013/"
"Allied Blenders and Distillers Ltd","ABDL","544203","Consumer Defensive","2088911549.8","1973382000","0.31","4937158","","","/mutual-fund/holding-history/10906/2365668/"
"Schloss Bangalore Ltd","THELEELA","544408","Consumer Cyclical","1768749074.4","1959271000","0.31","4504072","4504072","New","/mutual-fund/holding-history/10906/3110331/"
"Asahi India Glass Ltd","ASAHIINDIA","515030","Consumer Cyclical","1881622281","1958170000","0.31","2616999","","","/mutual-fund/holding-history/10906/107/"
"PVR INOX Ltd","PVRINOX","532689","Communication Services","1868210408.4","1935697000","0.31","1964676","","","/mutual-fund/holding-history/10906/1087/"
"Metropolis Healthcare Ltd","METROPOLIS","542650","Healthcare","1946613065.6","1924279000","0.31","1145336","","","/mutual-fund/holding-history/10906/139598/"
"Delhivery Ltd","DELHIVERY","543529","Industrials","1907741737.65","1921428000","0.3","5367117","","","/mutual-fund/holding-history/10906/888524/"
"FDC Ltd","FDC","531599","Healthcare","1942491252.8","1875406000","0.3","4272968","15706","0.37","/mutual-fund/holding-history/10906/410/"
"CESC Ltd","CESC","500084","Utilities","1818306589.04","1816964000","0.29","11188202","11188202","New","/mutual-fund/holding-history/10906/256/"
"Lemon Tree Hotels Ltd","LEMONTREE","541233","Consumer Cyclical","1760201729.34","1815852000","0.29","13032739","","","/mutual-fund/holding-history/10906/81513/"
"Texmaco Rail & Engineering Ltd","TEXRAIL","533326","Industrials","1836814063","1814795000","0.29","11408783","","","/mutual-fund/holding-history/10906/1380/"
"Castrol India Ltd","CASTROLIND","500870","Energy","1730918490.34","1809502000","0.29","8368798","","","/mutual-fund/holding-history/10906/241/"
"Ambuja Cements Ltd","AMBUJACEM","500425","Basic Materials","1735012500","1798875000","0.29","3250000","","","/mutual-fund/holding-history/10906/71/"
"Dr. Lal PathLabs Ltd","LALPATHLAB","539524","Healthcare","1881201484","1798709000","0.29","645485","","","/mutual-fund/holding-history/10906/1877/"
"UTI Asset Management Co Ltd","UTIAMC","543238","Financial Services","1892696498.7","1796258000","0.29","1509207","91963","6.49","/mutual-fund/holding-history/10906/305194/"
"Bajaj Consumer Care Ltd","BAJAJCON","533229","Consumer Defensive","1681437012","1724409000","0.27","9856020","","","/mutual-fund/holding-history/10906/145/"
"Godrej Agrovet Ltd Ordinary Shares","GODREJAGRO","540743","Consumer Defensive","1694091672","1709330000","0.27","2240862","","","/mutual-fund/holding-history/10906/62812/"
"Vesuvius India Ltd","VESUVIUS","520113","Industrials","156528000","1708243000","0.27","288000","","","/mutual-fund/holding-history/10906/1475/"
"Navin Fluorine International Ltd","NAVINFLUOR","532504","Basic Materials","1859936520.5","1691292000","0.27","396905","","","/mutual-fund/holding-history/10906/914/"
"ACME Solar Holdings Ltd","ACMESOLAR","544283","Utilities","1558989812","1673612000","0.27","6350264","","","/mutual-fund/holding-history/10906/2759890/"
"J.B. Chemicals & Pharmaceuticals Ltd","JBCHEPHARM","506943","Healthcare","1690150204.8","1655970000","0.26","987872","50000","5.33","/mutual-fund/holding-history/10906/665/"
"Narayana Hrudayalaya Ltd","NH","539551","Healthcare","1771268548","1646543000","0.26","944173","","","/mutual-fund/holding-history/10906/1886/"
"Esab India Ltd","ESABINDIA","500133","Industrials","1640620758","1643497000","0.26","326882","","","/mutual-fund/holding-history/10906/386/"
"Vindhya Telelinks Ltd","VINDHYATEL","517015","Industrials","1658784169.8","1638587000","0.26","975698","","","/mutual-fund/holding-history/10906/1486/"
"Harsha Engineers International Ltd","HARSHA","543600","Industrials","1593933699.2","1631786000","0.26","4136864","","","/mutual-fund/holding-history/10906/1037930/"
"West Coast Paper Mills Ltd","WSTCSTPAPR","500444","Basic Materials","1691686573.2","1614257000","0.26","3359187","","","/mutual-fund/holding-history/10906/1530/"
"Jindal Saw Ltd","JINDALSAW","500378","Basic Materials","1802070206.7","1603572000","0.25","7567590","","","/mutual-fund/holding-history/10906/676/"
"Syngene International Ltd","SYNGENE","539268","Healthcare","1554192694","1596288000","0.25","2468932","2468932","New","/mutual-fund/holding-history/10906/1771/"
"DOMS Industries Ltd","DOMS","544045","Industrials","1586660653.6","1593300000","0.25","650911","","","/mutual-fund/holding-history/10906/1819409/"
"CreditAccess Grameen Ltd Ordinary Shares","CREDITACC","541770","Financial Services","1487362068.5","1527673000","0.24","1334795","","","/mutual-fund/holding-history/10906/100478/"
"G R Infraprojects Ltd","GRINFRA","543317","Industrials","1488892500","1524388000","0.24","1191114","","","/mutual-fund/holding-history/10906/577216/"
"MTAR Technologies Ltd","MTARTECH","543270","Industrials","1586138190.8","1519640000","0.24","926158","","","/mutual-fund/holding-history/10906/436155/"
"NIIT Ltd","NIITLTD","500304","Consumer Defensive","1411772045.96","1511327000","0.24","11111066","","","/mutual-fund/holding-history/10906/941/"
"Data Patterns (India) Ltd","DATAPATTNS","543428","Industrials","1518491291.8","1448512000","0.23","508571","","","/mutual-fund/holding-history/10906/755079/"
"Union Bank of India","UNIONBANK","532477","Financial Services","1409611100.52","1447578000","0.23","9861558","","","/mutual-fund/holding-history/10906/1447/"
"Just Dial Ltd","JUSTDIAL","535648","Communication Services","1426365826.2","1445648000","0.23","1627157","","","/mutual-fund/holding-history/10906/704/"
"KEC International Ltd","KEC","532714","Industrials","1543241908.8","1440775000","0.23","1730868","","","/mutual-fund/holding-history/10906/727/"
"FSN E-Commerce Ventures Ltd","NYKAA","543384","Consumer Cyclical","1362013117.92","1421602000","0.23","6994008","","","/mutual-fund/holding-history/10906/705188/"
"Protean eGov Technologies Ltd","","544021","Technology","1279061544","1397138000","0.22","1454140","","","/mutual-fund/holding-history/10906/1776577/"
"Automotive Axles Ltd","AUTOAXLES","505010","Consumer Cyclical","1356399057","1332841000","0.21","759930","","","/mutual-fund/holding-history/10906/135/"
"Sandhar Technologies Ltd Ordinary Shares","SANDHAR","541163","Consumer Cyclical","1421800848.5","1326741000","0.21","2562265","","","/mutual-fund/holding-history/10906/80794/"
"Aditya Birla Lifestyle Brands Limited**","","","","","1325722000","0.21","7755029","7755029","New",""
"Sanofi India Ltd","SANOFI","500674","Healthcare","1290799744","1325145000","0.21","213992","","","/mutual-fund/holding-history/10906/1182/"
"Max Estates Ltd","MAXESTATES","544008","Real Estate","1255230500","1317239000","0.21","2510461","","","/mutual-fund/holding-history/10906/1771763/"
"Vedant Fashions Ltd","MANYAVAR","543463","Consumer Cyclical","1298158775","1298403000","0.21","1628500","","","/mutual-fund/holding-history/10906/816269/"
"Can Fin Homes Ltd","CANFINHOME","511196","Financial Services","1257858900","1295924000","0.21","1644260","","","/mutual-fund/holding-history/10906/234/"
"Sonata Software Ltd","SONATSOFTW","532221","Technology","1276416930.6","1292052000","0.21","3158666","429834","15.75","/mutual-fund/holding-history/10906/1267/"
"Raymond Realty Lim","","","","","1287010000","0.2","1238343","1238343","New",""
"LMW Ltd","LMW","500252","Industrials","1195762150","1236337000","0.2","74041","10000","15.61","/mutual-fund/holding-history/10906/785/"
